# Shown is also the standard deviation from a large set of initial guesses, if large then invalid- multiple solutions 
   n[1/cc]      T[K]         Zbar         σ(Zbar)      χ0[eV]       σ(χ0[eV])
   7.434e+19    7.581e+03    1.587e-03    7.016e-12    8.252e-02    1.832e-10
   7.434e+19    7.720e+03    1.908e-03    2.572e-11    8.970e-02    6.079e-10
   7.434e+19    7.861e+03    2.288e-03    7.006e-12    9.739e-02    1.501e-10
   7.434e+19    8.004e+03    2.735e-03    2.797e-11    1.056e-01    5.444e-10
   7.434e+19    8.151e+03    3.261e-03    6.966e-12    1.144e-01    1.233e-10
   7.434e+19    8.300e+03    3.878e-03    2.776e-11    1.237e-01    4.478e-10
   7.434e+19    8.451e+03    4.599e-03    6.963e-12    1.336e-01    1.026e-10
   7.434e+19    8.605e+03    5.440e-03    7.439e-12    1.442e-01    1.002e-10
   7.434e+19    8.763e+03    6.419e-03    6.997e-12    1.555e-01    8.636e-11
   7.434e+19    8.923e+03    7.556e-03    7.496e-12    1.674e-01    8.493e-11
   7.434e+19    9.086e+03    8.872e-03    3.062e-11    1.801e-01    3.191e-10
   7.434e+19    9.252e+03    1.039e-02    9.054e-12    1.937e-01    8.697e-11
   7.434e+19    9.421e+03    1.214e-02    4.090e-11    2.080e-01    3.629e-10
   7.434e+19    9.593e+03    1.416e-02    1.255e-11    2.232e-01    1.031e-10
   7.434e+19    9.768e+03    1.647e-02    1.384e-11    2.394e-01    1.055e-10
   7.434e+19    9.946e+03    1.911e-02    6.326e-11    2.566e-01    4.485e-10
   7.434e+19    1.013e+04    2.213e-02    7.012e-11    2.748e-01    4.637e-10
   7.434e+19    1.031e+04    2.558e-02    2.362e-11    2.943e-01    1.461e-10
   7.434e+19    1.050e+04    2.949e-02    2.705e-11    3.149e-01    1.569e-10
   7.434e+19    1.069e+04    3.393e-02    3.128e-11    3.369e-01    1.706e-10
   7.434e+19    1.089e+04    3.896e-02    3.657e-11    3.604e-01    1.882e-10
   7.434e+19    1.109e+04    4.465e-02    1.300e-10    3.855e-01    6.332e-10
   7.434e+19    1.129e+04    5.106e-02    1.509e-10    4.123e-01    6.981e-10
   7.434e+19    1.150e+04    5.828e-02    4.718e-11    4.410e-01    2.080e-10
   7.434e+19    1.171e+04    6.640e-02    5.714e-11    4.719e-01    2.409e-10
   7.434e+19    1.192e+04    7.550e-02    7.030e-11    5.050e-01    2.846e-10
   7.434e+19    1.214e+04    8.569e-02    2.202e-10    5.408e-01    8.593e-10
   7.434e+19    1.236e+04    9.708e-02    7.965e-11    5.794e-01    3.008e-10
   7.434e+19    1.258e+04    1.098e-01    1.010e-10    6.213e-01    3.707e-10
   7.434e+19    1.281e+04    1.240e-01    1.309e-10    6.668e-01    4.684e-10
   7.434e+19    1.305e+04    1.397e-01    3.448e-10    7.163e-01    1.209e-09
   7.434e+19    1.329e+04    1.572e-01    1.551e-10    7.703e-01    5.350e-10
   7.434e+19    1.353e+04    1.766e-01    2.086e-10    8.295e-01    7.104e-10
   7.434e+19    1.378e+04    1.980e-01    1.871e-10    8.945e-01    6.319e-10
   7.434e+19    1.403e+04    2.217e-01    2.550e-10    9.659e-01    8.578e-10
   7.434e+19    1.428e+04    2.478e-01    4.658e-10    1.045e+00    1.567e-09
   7.434e+19    1.455e+04    2.765e-01    3.155e-10    1.131e+00    1.065e-09
   7.434e+19    1.481e+04    3.079e-01    4.445e-10    1.227e+00    1.511e-09
   7.434e+19    1.508e+04    3.421e-01    5.744e-10    1.332e+00    1.974e-09
   7.434e+19    1.536e+04    3.792e-01    5.525e-10    1.448e+00    1.925e-09
   7.434e+19    1.564e+04    4.189e-01    5.163e-10    1.574e+00    1.829e-09
   7.434e+19    1.592e+04    4.609e-01    6.024e-10    1.709e+00    2.174e-09
   7.434e+19    1.621e+04    5.046e-01    9.386e-10    1.852e+00    3.456e-09
   7.434e+19    1.651e+04    5.492e-01    4.129e-10    2.001e+00    1.552e-09
   7.434e+19    1.681e+04    5.933e-01    3.859e-10    2.149e+00    1.480e-09
   7.434e+19    1.712e+04    6.357e-01    2.936e-10    2.294e+00    1.147e-09
   7.434e+19    1.743e+04    6.755e-01    5.825e-11    2.429e+00    2.314e-10
   7.434e+19    1.775e+04    7.117e-01    1.324e-10    2.551e+00    5.334e-10
   7.434e+19    1.807e+04    7.442e-01    4.406e-10    2.659e+00    1.795e-09
   7.434e+19    1.840e+04    7.729e-01    9.319e-10    2.752e+00    3.829e-09
   7.434e+19    1.874e+04    7.982e-01    9.168e-10    2.831e+00    3.791e-09
   7.434e+19    1.908e+04    8.202e-01    4.203e-10    2.897e+00    1.745e-09
   7.434e+19    1.943e+04    8.395e-01    1.889e-09    2.950e+00    7.864e-09
   7.434e+19    1.979e+04    8.564e-01    9.128e-10    2.994e+00    3.804e-09
   7.434e+19    2.015e+04    8.712e-01    1.114e-09    3.028e+00    4.640e-09
   7.434e+19    2.051e+04    8.842e-01    4.745e-10    3.055e+00    1.974e-09
   7.434e+19    2.089e+04    8.957e-01    7.329e-09    3.075e+00    3.041e-08
   7.434e+19    2.127e+04    9.059e-01    6.860e-09    3.089e+00    2.837e-08
   7.434e+19    2.166e+04    9.149e-01    4.930e-09    3.098e+00    2.031e-08
   7.434e+19    2.205e+04    9.229e-01    2.897e-09    3.103e+00    1.188e-08
   7.434e+19    2.246e+04    9.301e-01    3.005e-09    3.105e+00    1.227e-08
   7.434e+19    2.287e+04    9.365e-01    4.346e-09    3.103e+00    1.764e-08
   7.434e+19    2.329e+04    9.422e-01    2.475e-09    3.098e+00    9.990e-09
   7.434e+19    2.371e+04    9.474e-01    7.961e-09    3.090e+00    3.194e-08
   7.434e+19    2.414e+04    9.520e-01    9.510e-09    3.081e+00    3.791e-08
   7.434e+19    2.458e+04    9.562e-01    7.340e-09    3.070e+00    2.906e-08
   7.434e+19    2.503e+04    9.600e-01    6.968e-09    3.057e+00    2.740e-08
   7.434e+19    2.549e+04    9.634e-01    8.020e-09    3.043e+00    3.131e-08
   7.434e+19    2.596e+04    9.665e-01    8.859e-09    3.027e+00    3.433e-08
   7.434e+19    2.643e+04    9.693e-01    8.292e-09    3.011e+00    3.189e-08
   7.434e+19    2.691e+04    9.718e-01    8.073e-09    2.993e+00    3.082e-08
   7.434e+19    2.740e+04    9.741e-01    2.843e-10    2.975e+00    1.077e-09
   7.434e+19    2.790e+04    9.762e-01    1.191e-09    2.956e+00    4.475e-09
   7.434e+19    2.841e+04    9.781e-01    1.883e-09    2.937e+00    7.019e-09
   7.434e+19    2.893e+04    9.799e-01    6.888e-10    2.917e+00    2.547e-09
   7.434e+19    2.946e+04    9.814e-01    6.503e-09    2.896e+00    2.385e-08
   7.434e+19    3.000e+04    9.829e-01    5.506e-09    2.875e+00    2.003e-08
   7.876e+19    5.000e+03    8.869e-06    6.734e-12    7.800e-03    2.961e-09
   7.876e+19    5.091e+03    1.158e-05    6.889e-12    8.833e-03    2.627e-09
   7.876e+19    5.184e+03    1.506e-05    7.064e-12    9.982e-03    2.341e-09
   7.876e+19    5.279e+03    1.950e-05    2.765e-11    1.126e-02    7.979e-09
   7.876e+19    5.375e+03    2.514e-05    6.579e-12    1.266e-02    1.657e-09
   7.876e+19    5.474e+03    3.227e-05    6.781e-12    1.422e-02    1.494e-09
   7.876e+19    5.574e+03    4.126e-05    7.002e-12    1.593e-02    1.352e-09
   7.876e+19    5.675e+03    5.254e-05    2.758e-11    1.782e-02    4.678e-09
   7.876e+19    5.779e+03    6.664e-05    6.611e-12    1.989e-02    9.867e-10
   7.876e+19    5.885e+03    8.420e-05    6.857e-12    2.216e-02    9.023e-10
   7.876e+19    5.992e+03    1.060e-04    7.128e-12    2.463e-02    8.286e-10
   7.876e+19    6.101e+03    1.329e-04    6.541e-12    2.734e-02    6.729e-10
   7.876e+19    6.213e+03    1.661e-04    6.813e-12    3.028e-02    6.215e-10
   7.876e+19    6.326e+03    2.068e-04    7.113e-12    3.349e-02    5.764e-10
   7.876e+19    6.442e+03    2.565e-04    6.552e-12    3.697e-02    4.725e-10
   7.876e+19    6.560e+03    3.172e-04    6.854e-12    4.074e-02    4.406e-10
   7.876e+19    6.679e+03    3.909e-04    7.187e-12    4.482e-02    4.126e-10
   7.876e+19    6.801e+03    4.801e-04    6.660e-12    4.924e-02    3.420e-10
   7.876e+19    6.926e+03    5.878e-04    6.998e-12    5.400e-02    3.220e-10
   7.876e+19    7.052e+03    7.173e-04    2.791e-11    5.913e-02    1.153e-09
   7.876e+19    7.181e+03    8.727e-04    6.836e-12    6.464e-02    2.539e-10
   7.876e+19    7.312e+03    1.059e-03    7.217e-12    7.057e-02    2.413e-10
   7.876e+19    7.445e+03    1.280e-03    6.715e-12    7.693e-02    2.026e-10
   7.876e+19    7.581e+03    1.544e-03    7.103e-12    8.375e-02    1.936e-10
   7.876e+19    7.720e+03    1.856e-03    4.341e-12    9.105e-02    1.071e-10
   7.876e+19    7.861e+03    2.225e-03    7.095e-12    9.885e-02    1.587e-10
   7.876e+19    8.004e+03    2.660e-03    2.827e-11    1.072e-01    5.740e-10
   7.876e+19    8.151e+03    3.172e-03    7.057e-12    1.161e-01    1.303e-10
   7.876e+19    8.300e+03    3.772e-03    2.804e-11    1.256e-01    4.719e-10
   7.876e+19    8.451e+03    4.474e-03    7.057e-12    1.357e-01    1.084e-10
   7.876e+19    8.605e+03    5.293e-03    2.792e-11    1.464e-01    3.922e-10
   7.876e+19    8.763e+03    6.247e-03    7.095e-12    1.578e-01    9.130e-11
   7.876e+19    8.923e+03    7.353e-03    2.790e-11    1.700e-01    3.295e-10
   7.876e+19    9.086e+03    8.635e-03    7.442e-12    1.829e-01    8.083e-11
   7.876e+19    9.252e+03    1.012e-02    9.202e-12    1.966e-01    9.211e-11
   7.876e+19    9.421e+03    1.182e-02    9.995e-12    2.111e-01    9.238e-11
   7.876e+19    9.593e+03    1.378e-02    1.279e-11    2.266e-01    1.094e-10
   7.876e+19    9.768e+03    1.604e-02    1.411e-11    2.430e-01    1.120e-10
   7.876e+19    9.946e+03    1.861e-02    1.567e-11    2.605e-01    1.156e-10
   7.876e+19    1.013e+04    2.156e-02    1.751e-11    2.790e-01    1.205e-10
   7.876e+19    1.031e+04    2.492e-02    7.939e-11    2.987e-01    5.105e-10
   7.876e+19    1.050e+04    2.874e-02    8.917e-11    3.196e-01    5.375e-10
   7.876e+19    1.069e+04    3.307e-02    1.009e-10    3.420e-01    5.717e-10
   7.876e+19    1.089e+04    3.798e-02    1.151e-10    3.658e-01    6.149e-10
   7.876e+19    1.109e+04    4.353e-02    3.453e-11    3.912e-01    1.745e-10
   7.876e+19    1.129e+04    4.980e-02    4.078e-11    4.183e-01    1.957e-10
   7.876e+19    1.150e+04    5.685e-02    4.880e-11    4.474e-01    2.230e-10
   7.876e+19    1.171e+04    6.478e-02    5.924e-11    4.787e-01    2.588e-10
   7.876e+19    1.192e+04    7.368e-02    7.307e-11    5.122e-01    3.063e-10
   7.876e+19    1.214e+04    8.365e-02    2.251e-10    5.484e-01    9.088e-10
   7.876e+19    1.236e+04    9.480e-02    8.294e-11    5.875e-01    3.238e-10
   7.876e+19    1.258e+04    1.072e-01    1.055e-10    6.299e-01    3.999e-10
   7.876e+19    1.281e+04    1.211e-01    2.865e-10    6.758e-01    1.058e-09
   7.876e+19    1.305e+04    1.366e-01    1.236e-10    7.259e-01    4.468e-10
   7.876e+19    1.329e+04    1.537e-01    1.628e-10    7.806e-01    5.786e-10
   7.876e+19    1.353e+04    1.728e-01    3.706e-10    8.404e-01    1.300e-09
   7.876e+19    1.378e+04    1.938e-01    1.967e-10    9.061e-01    6.838e-10
   7.876e+19    1.403e+04    2.172e-01    2.691e-10    9.784e-01    9.308e-10
   7.876e+19    1.428e+04    2.429e-01    4.794e-10    1.058e+00    1.656e-09
   7.876e+19    1.455e+04    2.712e-01    3.337e-10    1.146e+00    1.156e-09
   7.876e+19    1.481e+04    3.023e-01    4.770e-10    1.243e+00    1.664e-09
   7.876e+19    1.508e+04    3.362e-01    4.151e-10    1.351e+00    1.463e-09
   7.876e+19    1.536e+04    3.730e-01    5.881e-10    1.468e+00    2.101e-09
   7.876e+19    1.564e+04    4.127e-01    5.328e-10    1.597e+00    1.935e-09
   7.876e+19    1.592e+04    4.548e-01    7.149e-10    1.737e+00    2.645e-09
   7.876e+19    1.621e+04    4.989e-01    1.005e-09    1.885e+00    3.793e-09
   7.876e+19    1.651e+04    5.439e-01    4.235e-10    2.039e+00    1.633e-09
   7.876e+19    1.681e+04    5.887e-01    3.925e-10    2.194e+00    1.545e-09
   7.876e+19    1.712e+04    6.319e-01    1.502e-09    2.345e+00    6.027e-09
   7.876e+19    1.743e+04    6.723e-01    4.840e-11    2.487e+00    1.975e-10
   7.876e+19    1.775e+04    7.092e-01    1.527e-10    2.616e+00    6.323e-10
   7.876e+19    1.807e+04    7.422e-01    4.747e-10    2.729e+00    1.988e-09
   7.876e+19    1.840e+04    7.713e-01    1.188e-09    2.826e+00    5.022e-09
   7.876e+19    1.874e+04    7.968e-01    9.427e-10    2.909e+00    4.009e-09
   7.876e+19    1.908e+04    8.191e-01    4.361e-10    2.977e+00    1.863e-09
   7.876e+19    1.943e+04    8.385e-01    1.969e-09    3.033e+00    8.433e-09
   7.876e+19    1.979e+04    8.555e-01    9.962e-10    3.078e+00    4.271e-09
   7.876e+19    2.015e+04    8.703e-01    1.387e-09    3.113e+00    5.943e-09
   7.876e+19    2.051e+04    8.834e-01    1.810e-12    3.141e+00    7.747e-12
   7.876e+19    2.089e+04    8.949e-01    3.539e-09    3.162e+00    1.511e-08
   7.876e+19    2.127e+04    9.051e-01    6.558e-09    3.176e+00    2.791e-08
   7.876e+19    2.166e+04    9.141e-01    8.622e-09    3.186e+00    3.655e-08
   7.876e+19    2.205e+04    9.221e-01    8.712e-09    3.191e+00    3.677e-08
   7.876e+19    2.246e+04    9.293e-01    2.950e-09    3.192e+00    1.239e-08
   7.876e+19    2.287e+04    9.357e-01    4.400e-09    3.190e+00    1.838e-08
   7.876e+19    2.329e+04    9.415e-01    2.517e-09    3.186e+00    1.045e-08
   7.876e+19    2.371e+04    9.467e-01    8.080e-09    3.178e+00    3.335e-08
   7.876e+19    2.414e+04    9.513e-01    9.674e-09    3.169e+00    3.967e-08
   7.876e+19    2.458e+04    9.555e-01    7.487e-09    3.157e+00    3.050e-08
   7.876e+19    2.503e+04    9.593e-01    7.195e-09    3.144e+00    2.911e-08
   7.876e+19    2.549e+04    9.627e-01    8.226e-09    3.129e+00    3.304e-08
   7.876e+19    2.596e+04    9.659e-01    6.425e-09    3.114e+00    2.562e-08
   7.876e+19    2.643e+04    9.687e-01    8.419e-09    3.097e+00    3.332e-08
   7.876e+19    2.691e+04    9.712e-01    8.733e-10    3.079e+00    3.430e-09
   7.876e+19    2.740e+04    9.736e-01    2.202e-09    3.060e+00    8.584e-09
   7.876e+19    2.790e+04    9.757e-01    1.369e-09    3.041e+00    5.293e-09
   7.876e+19    2.841e+04    9.776e-01    1.769e-09    3.021e+00    6.786e-09
   7.876e+19    2.893e+04    9.794e-01    9.407e-10    3.000e+00    3.580e-09
   7.876e+19    2.946e+04    9.810e-01    7.252e-09    2.979e+00    2.738e-08
   7.876e+19    3.000e+04    9.825e-01    5.728e-09    2.958e+00    2.144e-08
   8.345e+19    5.000e+03    8.618e-06    6.811e-12    7.914e-03    3.127e-09
   8.345e+19    5.091e+03    1.126e-05    6.969e-12    8.963e-03    2.775e-09
   8.345e+19    5.184e+03    1.464e-05    7.146e-12    1.013e-02    2.473e-09
   8.345e+19    5.279e+03    1.895e-05    2.795e-11    1.142e-02    8.425e-09
   8.345e+19    5.375e+03    2.443e-05    6.653e-12    1.285e-02    1.750e-09
   8.345e+19    5.474e+03    3.136e-05    6.858e-12    1.443e-02    1.578e-09
   8.345e+19    5.574e+03    4.010e-05    7.083e-12    1.617e-02    1.428e-09
   8.345e+19    5.675e+03    5.106e-05    2.789e-11    1.808e-02    4.939e-09
   8.345e+19    5.779e+03    6.476e-05    6.686e-12    2.018e-02    1.042e-09
   8.345e+19    5.885e+03    8.183e-05    6.936e-12    2.248e-02    9.530e-10
   8.345e+19    5.992e+03    1.030e-04    7.212e-12    2.500e-02    8.753e-10
   8.345e+19    6.101e+03    1.292e-04    6.615e-12    2.774e-02    7.106e-10
   8.345e+19    6.213e+03    1.614e-04    6.893e-12    3.073e-02    6.565e-10
   8.345e+19    6.326e+03    2.010e-04    7.198e-12    3.398e-02    6.090e-10
   8.345e+19    6.442e+03    2.493e-04    6.627e-12    3.752e-02    4.990e-10
   8.345e+19    6.560e+03    3.083e-04    6.935e-12    4.135e-02    4.654e-10
   8.345e+19    6.679e+03    3.800e-04    2.758e-11    4.549e-02    1.653e-09
   8.345e+19    6.801e+03    4.667e-04    6.723e-12    4.997e-02    3.604e-10
   8.345e+19    6.926e+03    5.714e-04    7.083e-12    5.480e-02    3.402e-10
   8.345e+19    7.052e+03    6.974e-04    2.821e-11    6.001e-02    1.216e-09
   8.345e+19    7.181e+03    8.485e-04    6.920e-12    6.561e-02    2.682e-10
   8.345e+19    7.312e+03    1.029e-03    2.758e-11    7.163e-02    9.625e-10
   8.345e+19    7.445e+03    1.245e-03    6.798e-12    7.809e-02    2.140e-10
   8.345e+19    7.581e+03    1.501e-03    7.194e-12    8.501e-02    2.046e-10
   8.345e+19    7.720e+03    1.805e-03    6.713e-12    9.242e-02    1.728e-10
   8.345e+19    7.861e+03    2.164e-03    7.188e-12    1.003e-01    1.677e-10
   8.345e+19    8.004e+03    2.588e-03    6.726e-12    1.088e-01    1.425e-10
   8.345e+19    8.151e+03    3.086e-03    7.153e-12    1.178e-01    1.378e-10
   8.345e+19    8.300e+03    3.670e-03    2.833e-11    1.275e-01    4.973e-10
   8.345e+19    8.451e+03    4.353e-03    7.156e-12    1.377e-01    1.147e-10
   8.345e+19    8.605e+03    5.151e-03    2.820e-11    1.486e-01    4.131e-10
   8.345e+19    8.763e+03    6.079e-03    7.199e-12    1.602e-01    9.660e-11
   8.345e+19    8.923e+03    7.156e-03    2.817e-11    1.725e-01    3.469e-10
   8.345e+19    9.086e+03    8.405e-03    7.558e-12    1.857e-01    8.556e-11
   8.345e+19    9.252e+03    9.847e-03    3.352e-11    1.996e-01    3.496e-10
   8.345e+19    9.421e+03    1.151e-02    1.018e-11    2.143e-01    9.798e-11
   8.345e+19    9.593e+03    1.342e-02    4.545e-11    2.300e-01    4.049e-10
   8.345e+19    9.768e+03    1.562e-02    1.441e-11    2.467e-01    1.191e-10
   8.345e+19    9.946e+03    1.813e-02    1.602e-11    2.644e-01    1.230e-10
   8.345e+19    1.013e+04    2.100e-02    1.793e-11    2.832e-01    1.283e-10
   8.345e+19    1.031e+04    2.428e-02    2.021e-11    3.032e-01    1.351e-10
   8.345e+19    1.050e+04    2.800e-02    2.296e-11    3.244e-01    1.439e-10
   8.345e+19    1.069e+04    3.223e-02    2.631e-11    3.471e-01    1.549e-10
   8.345e+19    1.089e+04    3.702e-02    3.045e-11    3.712e-01    1.690e-10
   8.345e+19    1.109e+04    4.244e-02    3.562e-11    3.970e-01    1.869e-10
   8.345e+19    1.129e+04    4.856e-02    4.216e-11    4.245e-01    2.098e-10
   8.345e+19    1.150e+04    5.545e-02    5.055e-11    4.540e-01    2.395e-10
   8.345e+19    1.171e+04    6.320e-02    6.151e-11    4.856e-01    2.784e-10
   8.345e+19    1.192e+04    7.191e-02    1.922e-10    5.196e-01    8.344e-10
   8.345e+19    1.214e+04    8.166e-02    6.911e-11    5.562e-01    2.887e-10
   8.345e+19    1.236e+04    9.257e-02    8.652e-11    5.958e-01    3.492e-10
   8.345e+19    1.258e+04    1.048e-01    1.104e-10    6.386e-01    4.322e-10
   8.345e+19    1.281e+04    1.183e-01    2.931e-10    6.851e-01    1.118e-09
   8.345e+19    1.305e+04    1.335e-01    1.295e-10    7.357e-01    4.830e-10
   8.345e+19    1.329e+04    1.503e-01    1.712e-10    7.910e-01    6.270e-10
   8.345e+19    1.353e+04    1.690e-01    3.799e-10    8.516e-01    1.372e-09
   8.345e+19    1.378e+04    1.897e-01    2.073e-10    9.181e-01    7.414e-10
   8.345e+19    1.403e+04    2.127e-01    3.926e-10    9.912e-01    1.396e-09
   8.345e+19    1.428e+04    2.381e-01    2.546e-10    1.072e+00    9.039e-10
   8.345e+19    1.455e+04    2.660e-01    3.536e-10    1.161e+00    1.258e-09
   8.345e+19    1.481e+04    2.968e-01    4.902e-10    1.260e+00    1.755e-09
   8.345e+19    1.508e+04    3.304e-01    4.408e-10    1.369e+00    1.594e-09
   8.345e+19    1.536e+04    3.671e-01    4.593e-10    1.490e+00    1.683e-09
   8.345e+19    1.564e+04    4.066e-01    5.484e-10    1.622e+00    2.042e-09
   8.345e+19    1.592e+04    4.489e-01    7.639e-10    1.765e+00    2.898e-09
   8.345e+19    1.621e+04    4.932e-01    4.208e-10    1.918e+00    1.629e-09
   8.345e+19    1.651e+04    5.388e-01    4.316e-10    2.079e+00    1.707e-09
   8.345e+19    1.681e+04    5.843e-01    3.954e-10    2.241e+00    1.597e-09
   8.345e+19    1.712e+04    6.282e-01    1.628e-10    2.399e+00    6.709e-10
   8.345e+19    1.743e+04    6.695e-01    3.413e-11    2.548e+00    1.431e-10
   8.345e+19    1.775e+04    7.070e-01    1.787e-10    2.683e+00    7.605e-10
   8.345e+19    1.807e+04    7.405e-01    5.155e-10    2.802e+00    2.220e-09
   8.345e+19    1.840e+04    7.700e-01    1.213e-09    2.904e+00    5.272e-09
   8.345e+19    1.874e+04    7.958e-01    9.570e-10    2.989e+00    4.187e-09
   8.345e+19    1.908e+04    8.182e-01    4.378e-10    3.060e+00    1.924e-09
   8.345e+19    1.943e+04    8.377e-01    3.029e-10    3.118e+00    1.334e-09
   8.345e+19    1.979e+04    8.547e-01    1.283e-09    3.165e+00    5.660e-09
   8.345e+19    2.015e+04    8.696e-01    1.509e-09    3.202e+00    6.653e-09
   8.345e+19    2.051e+04    8.827e-01    3.749e-10    3.230e+00    1.651e-09
   8.345e+19    2.089e+04    8.942e-01    7.406e-09    3.251e+00    3.253e-08
   8.345e+19    2.127e+04    9.044e-01    6.263e-09    3.267e+00    2.742e-08
   8.345e+19    2.166e+04    9.134e-01    8.519e-09    3.276e+00    3.716e-08
   8.345e+19    2.205e+04    9.215e-01    8.537e-09    3.282e+00    3.707e-08
   8.345e+19    2.246e+04    9.287e-01    2.871e-09    3.283e+00    1.241e-08
   8.345e+19    2.287e+04    9.351e-01    4.425e-09    3.281e+00    1.902e-08
   8.345e+19    2.329e+04    9.408e-01    2.516e-09    3.276e+00    1.075e-08
   8.345e+19    2.371e+04    9.460e-01    5.546e-09    3.269e+00    2.355e-08
   8.345e+19    2.414e+04    9.507e-01    9.812e-09    3.259e+00    4.141e-08
   8.345e+19    2.458e+04    9.549e-01    7.606e-09    3.247e+00    3.188e-08
   8.345e+19    2.503e+04    9.587e-01    7.378e-09    3.234e+00    3.071e-08
   8.345e+19    2.549e+04    9.621e-01    8.319e-09    3.219e+00    3.439e-08
   8.345e+19    2.596e+04    9.653e-01    6.490e-09    3.203e+00    2.663e-08
   8.345e+19    2.643e+04    9.681e-01    8.391e-09    3.185e+00    3.417e-08
   8.345e+19    2.691e+04    9.707e-01    1.386e-10    3.167e+00    5.601e-10
   8.345e+19    2.740e+04    9.730e-01    2.273e-09    3.148e+00    9.117e-09
   8.345e+19    2.790e+04    9.752e-01    1.519e-09    3.128e+00    6.044e-09
   8.345e+19    2.841e+04    9.771e-01    1.693e-09    3.108e+00    6.683e-09
   8.345e+19    2.893e+04    9.789e-01    1.604e-09    3.087e+00    6.281e-09
   8.345e+19    2.946e+04    9.805e-01    7.864e-09    3.065e+00    3.055e-08
   8.345e+19    3.000e+04    9.820e-01    7.531e-09    3.043e+00    2.901e-08
   8.842e+19    5.000e+03    8.373e-06    6.890e-12    8.030e-03    3.303e-09
   8.842e+19    5.091e+03    1.094e-05    7.050e-12    9.094e-03    2.931e-09
   8.842e+19    5.184e+03    1.422e-05    2.752e-11    1.028e-02    9.945e-09
   8.842e+19    5.279e+03    1.841e-05    6.543e-12    1.159e-02    2.059e-09
   8.842e+19    5.375e+03    2.374e-05    6.730e-12    1.304e-02    1.848e-09
   8.842e+19    5.474e+03    3.047e-05    6.899e-12    1.464e-02    1.657e-09
   8.842e+19    5.574e+03    3.896e-05    7.167e-12    1.641e-02    1.509e-09
   8.842e+19    5.675e+03    4.962e-05    6.532e-12    1.835e-02    1.208e-09
   8.842e+19    5.779e+03    6.294e-05    6.763e-12    2.048e-02    1.100e-09
   8.842e+19    5.885e+03    7.952e-05    7.018e-12    2.281e-02    1.007e-09
   8.842e+19    5.992e+03    1.001e-04    2.772e-11    2.536e-02    3.514e-09
   8.842e+19    6.101e+03    1.255e-04    6.692e-12    2.815e-02    7.506e-10
   8.842e+19    6.213e+03    1.569e-04    6.975e-12    3.119e-02    6.936e-10
   8.842e+19    6.326e+03    1.953e-04    2.764e-11    3.449e-02    2.442e-09
   8.842e+19    6.442e+03    2.424e-04    6.706e-12    3.807e-02    5.271e-10
   8.842e+19    6.560e+03    2.997e-04    7.019e-12    4.196e-02    4.918e-10
   8.842e+19    6.679e+03    3.693e-04    2.788e-11    4.616e-02    1.744e-09
   8.842e+19    6.801e+03    4.537e-04    6.805e-12    5.071e-02    3.808e-10
   8.842e+19    6.926e+03    5.555e-04    7.172e-12    5.562e-02    3.596e-10
   8.842e+19    7.052e+03    6.780e-04    6.650e-12    6.090e-02    2.993e-10
   8.842e+19    7.181e+03    8.250e-04    7.008e-12    6.659e-02    2.835e-10
   8.842e+19    7.312e+03    1.001e-03    2.787e-11    7.270e-02    1.015e-09
   8.842e+19    7.445e+03    1.210e-03    6.885e-12    7.926e-02    2.262e-10
   8.842e+19    7.581e+03    1.460e-03    7.290e-12    8.628e-02    2.164e-10
   8.842e+19    7.720e+03    1.755e-03    6.802e-12    9.381e-02    1.827e-10
   8.842e+19    7.861e+03    2.105e-03    7.287e-12    1.018e-01    1.774e-10
   8.842e+19    8.004e+03    2.517e-03    6.817e-12    1.104e-01    1.507e-10
   8.842e+19    8.151e+03    3.002e-03    7.254e-12    1.196e-01    1.458e-10
   8.842e+19    8.300e+03    3.570e-03    6.807e-12    1.294e-01    1.246e-10
   8.842e+19    8.451e+03    4.235e-03    7.261e-12    1.398e-01    1.213e-10
   8.842e+19    8.605e+03    5.012e-03    6.833e-12    1.509e-01    1.044e-10
   8.842e+19    8.763e+03    5.915e-03    7.310e-12    1.626e-01    1.023e-10
   8.842e+19    8.923e+03    6.965e-03    6.900e-12    1.752e-01    8.856e-11
   8.842e+19    9.086e+03    8.181e-03    7.682e-12    1.885e-01    9.065e-11
   8.842e+19    9.252e+03    9.586e-03    8.284e-12    2.026e-01    9.004e-11
   8.842e+19    9.421e+03    1.121e-02    1.037e-11    2.176e-01    1.040e-10
   8.842e+19    9.593e+03    1.307e-02    1.133e-11    2.335e-01    1.052e-10
   8.842e+19    9.768e+03    1.521e-02    5.015e-11    2.504e-01    4.314e-10
   8.842e+19    9.946e+03    1.766e-02    1.639e-11    2.684e-01    1.311e-10
   8.842e+19    1.013e+04    2.046e-02    1.837e-11    2.875e-01    1.368e-10
   8.842e+19    1.031e+04    2.365e-02    2.073e-11    3.078e-01    1.442e-10
   8.842e+19    1.050e+04    2.729e-02    2.359e-11    3.293e-01    1.537e-10
   8.842e+19    1.069e+04    3.141e-02    2.709e-11    3.523e-01    1.658e-10
